FA_C,FA_DB,FA_iso,CE,norm_Intensity
22,3,13,19,69.55038441
22,3,13,20,62.47900215
22,3,13,21,53.62274229
22,3,13,22,44.63526523
22,3,13,23,35.77174392
22,3,13,24,27.40441943
22,3,13,25,19.87791575
22,3,13,26,14.24515156
22,3,13,27,9.201680632
22,3,13,28,5.9597556
22,3,13,29,3.572630143
22,3,13,30,2.052389933
22,3,13,31,1.142880507
22,3,13,32,0.558865497
22,3,13,33,0.328585364
22,3,13,34,0.113259161
22,3,13,35,0.018515996
22,4,7,10,27.17208468
22,4,7,11,36.42130623
22,4,7,12,46.95212682
22,4,7,13,57.70602718
22,4,7,14,67.19264407
22,4,7,15,74.21220495
22,4,7,16,76.81551636
22,4,7,17,75.93071526
22,4,7,18,72.36526654
22,4,7,19,66.05172614
22,4,7,20,57.98586755
22,4,7,21,49.06072114
22,4,7,22,39.96237698
22,4,7,23,31.33176036
22,4,7,24,23.15496623
22,4,7,25,16.56615177
22,4,7,26,11.07461832
22,4,7,27,7.204616913
22,4,7,28,4.525997686
22,4,7,29,2.591322334
22,4,7,30,1.375849598
22,4,7,31,0.780671991
22,4,7,32,0.393837305
22,4,7,33,0.180766337
22,4,7,34,0.018763056
22,5,4,10,24.25877071
22,5,4,11,33.35843847
22,5,4,12,42.23829898
22,5,4,13,50.7161124
22,5,4,14,57.97300791
22,5,4,15,61.71732198
22,5,4,16,62.00711594
22,5,4,17,60.49603364
22,5,4,18,55.41185284
22,5,4,19,49.3519402
22,5,4,20,41.51885016
22,5,4,21,33.64936342
22,5,4,22,25.56423042
22,5,4,23,18.56250381
22,5,4,24,13.11904795
22,5,4,25,8.618200219
22,5,4,26,5.562313051
22,5,4,27,3.32511631
22,5,4,28,2.082589727
22,5,4,29,1.058272
22,5,4,30,0.591270814
22,5,4,31,0.098844342
22,5,4,32,0.036059498
22,6,4,10,29.63498417
22,6,4,11,40.46078494
22,6,4,12,51.62081741
22,6,4,13,61.8013702
22,6,4,14,70.14681906
22,6,4,15,75.83343197
22,6,4,16,76.95664385
22,6,4,17,74.00626591
22,6,4,18,68.14532218
22,6,4,19,59.97320076
22,6,4,20,51.55349173
22,6,4,21,41.343751
22,6,4,22,32.3775803
22,6,4,23,24.3177388
22,6,4,24,17.32504914
22,6,4,25,11.53566955
22,6,4,26,7.765492272
22,6,4,27,4.565240343
22,6,4,28,2.617396426
22,6,4,29,1.564264991
22,6,4,30,0.825652397
22,6,4,31,0.42617197
22,6,4,32,0.191454939
22,6,4,33,0.055986177
22,6,4,34,0.006734897
24,0,0,10,20.80094719
24,0,0,11,28.23803609
24,0,0,12,38.27327038
24,0,0,13,48.74070067
24,0,0,14,59.67363993
24,0,0,15,68.38307743
24,0,0,16,73.96568775
24,0,0,17,77.8183505
24,0,0,18,76.34397819
24,0,0,19,72.96468879
24,0,0,20,67.56902063
24,0,0,21,61.29725969
24,0,0,22,53.21901748
24,0,0,23,44.2942814
24,0,0,24,35.81594079
24,0,0,25,28.1153218
24,0,0,26,20.68799427
24,0,0,27,13.8921453
24,0,0,28,9.169814583
24,0,0,29,5.838088531
24,0,0,30,3.432345199
24,0,0,31,2.075627565
24,0,0,32,1.049698038
24,0,0,33,0.57462943
24,0,0,34,0.278598186
24,0,0,35,0.131400714
24,0,0,36,0.005535665
24,5,9,10,25.86605376
24,5,9,11,35.28025586
24,5,9,12,45.81650142
24,5,9,13,57.13350758
24,5,9,14,66.44332457
24,5,9,15,73.82710838
24,5,9,16,76.74253869
24,5,9,17,78.40471121
24,5,9,18,74.76395311
24,5,9,19,70.34956676
24,5,9,20,62.84891866
24,5,9,21,53.90622351
24,5,9,22,45.09491772
24,5,9,23,36.17392068
24,5,9,24,27.17057195
24,5,9,25,20.14742484
24,5,9,26,13.45612412
24,5,9,27,8.984833356
24,5,9,28,5.529982371
24,5,9,29,3.068674574
24,5,9,30,1.736506046
24,5,9,31,0.920117577
24,5,9,32,0.464318914
24,5,9,33,0.232369954
24,5,9,34,0.08607705
24,5,9,35,0.004662081
24,6,6,10,28.02898335
24,6,6,11,38.37513773
24,6,6,12,49.03210028
24,6,6,13,60.77558503
24,6,6,14,70.11461139
24,6,6,15,77.30920325
24,6,6,16,80.56258776
24,6,6,17,80.11944817
24,6,6,18,76.76493299
24,6,6,19,70.5031129
24,6,6,20,62.16212908
24,6,6,21,53.51680375
24,6,6,22,43.22953053
24,6,6,23,33.29272885
24,6,6,24,24.54001183
24,6,6,25,17.46521872
24,6,6,26,11.65855392
24,6,6,27,7.453323754
24,6,6,28,4.463016958
24,6,6,29,2.517173093
24,6,6,30,1.416473613
24,6,6,31,0.630140306
24,6,6,32,0.323934404
24,6,6,33,0.139714102
24,6,6,34,0.032584142
32,6,14,10,21.15538608
32,6,14,11,29.14767578
32,6,14,12,40.30191957
32,6,14,13,51.8858026
32,6,14,14,61.94040661
32,6,14,15,72.33546109
32,6,14,16,76.79991859
32,6,14,17,77.80986993
32,6,14,18,76.58907826
32,6,14,19,73.78557037
32,6,14,20,68.0362323
32,6,14,21,58.71123878
32,6,14,22,49.62044104
32,6,14,23,39.72727945
32,6,14,24,30.80236307
32,6,14,25,22.66193374
32,6,14,26,15.89792463
32,6,14,27,9.783848838
32,6,14,28,6.163485827
32,6,14,29,3.69124396
32,6,14,30,1.959322429
32,6,14,31,0.844260075
32,6,14,32,0.246756696
32,6,14,33,0.130958648
